Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Logical quotient rating,coding skills rating,can work long time before system?,self-learning capability?,Interested subjects,Type of company want to settle in?,Management or Technical,Suggested Job Role
72,87,71,84,79,88,65,3,2,yes,yes,IOT,Cloud Services,Management,Technical Services/Help Desk/Tech Support
67,77,94,78,92,69,63,3,8,yes,yes,networks,Web Services,Management,Database Developer
74,81,84,70,64,60,88,1,8,yes,no,parallel computing,SAaS services,Technical,Software Engineer
80,89,78,67,64,74,81,8,6,yes,no,IOT,Product based,Technical,Network Security Administrator
74,60,94,64,91,78,62,6,2,yes,yes,Management,Product based,Management,Database Manager
83,79,91,94,91,92,94,2,7,yes,no,parallel computing,Product based,Management,Quality Assurance Associate
73,61,94,80,66,69,88,5,1,no,no,Management,Product based,Technical,Network Engineer
74,63,89,68,83,89,62,7,6,yes,no,Computer Architecture,product development,Technical,Network Security Administrator
77,60,73,75,92,65,75,2,5,yes,no,Software Engineering,Web Services,Management,Technical Engineer
73,86,91,65,78,77,80,6,2,no,no,cloud computing,Product based,Technical,Design & UX
76,84,77,73,87,72,89,1,7,yes,yes,networks,SAaS services,Technical,Information Technology Manager
78,63,85,86,80,92,90,8,6,no,no,Management,SAaS services,Technical,Network Security Administrator
92,90,81,63,82,68,70,5,9,yes,no,parallel computing,Sales and Marketing,Technical,CRM Business Analyst
80,86,86,63,70,80,68,1,4,no,no,IOT,product development,Technical,Network Security Administrator
61,90,71,78,83,84,86,2,8,yes,yes,hacking,Finance,Management,Design & UX
91,89,91,74,76,60,87,8,7,yes,no,data engineering,BPA,Management,Software Developer
83,89,73,72,62,82,81,6,1,yes,no,parallel computing,SAaS services,Technical,Design & UX
75,84,67,72,69,62,93,3,6,yes,yes,cloud computing,Sales and Marketing,Technical,Data Architect
89,87,81,62,60,61,92,7,1,yes,yes,Computer Architecture,Cloud Services,Management,Software Systems Engineer
80,66,77,90,70,88,87,8,2,no,yes,Management,Finance,Management,Information Technology Manager
75,61,84,67,76,62,71,7,2,yes,yes,cloud computing,Service Based,Technical,CRM Business Analyst
83,86,61,83,83,73,63,4,2,yes,no,Software Engineering,BPA,Technical,Network Engineer
78,72,77,64,74,88,66,2,9,no,no,data engineering,Service Based,Management,Network Security Engineer
80,76,81,79,85,80,80,5,6,no,yes,cloud computing,Finance,Management,Business Systems Analyst
73,74,67,92,79,75,67,9,8,yes,no,Software Engineering,Product based,Management,UX Designer
61,80,66,66,87,86,73,5,5,no,no,parallel computing,product development,Management,Web Developer
87,94,62,79,77,94,91,8,6,yes,no,IOT,Cloud Services,Management,Network Security Engineer
85,84,65,69,74,69,78,4,7,no,no,Management,Sales and Marketing,Management,CRM Business Analyst
74,94,93,61,88,65,79,9,2,yes,no,Computer Architecture,Testing and Maintainance Services,Management,CRM Business Analyst
94,78,84,77,74,92,72,3,7,yes,yes,Management,Product based,Technical,Information Technology Auditor
86,91,62,74,68,67,63,8,1,yes,yes,Management,Testing and Maintainance Services,Technical,Design & UX
67,73,60,92,79,84,89,6,3,yes,yes,cloud computing,Finance,Technical,Database Developer
74,67,75,60,79,75,69,2,3,yes,yes,programming,Testing and Maintainance Services,Technical,Database Developer
78,66,68,63,91,65,68,4,6,yes,no,data engineering,BPA,Management,Software Engineer
90,63,81,77,86,76,72,9,1,no,yes,data engineering,product development,Technical,Systems Analyst
63,84,75,63,88,90,82,4,2,yes,no,hacking,Product based,Technical,Technical Support
79,72,80,70,81,66,80,3,4,yes,yes,data engineering,Finance,Management,Technical Engineer
69,87,91,76,60,94,62,6,4,yes,no,cloud computing,Cloud Services,Technical,Information Technology Auditor
65,61,78,85,83,61,73,2,1,yes,no,programming,Cloud Services,Technical,Data Architect
76,79,67,92,79,76,73,9,7,yes,no,cloud computing,BPA,Management,Information Technology Manager
60,66,60,68,77,89,75,3,4,no,yes,IOT,Testing and Maintainance Services,Management,Portal Administrator
75,87,73,77,75,70,93,1,1,no,no,data engineering,Service Based,Management,Network Security Administrator
77,75,88,62,74,79,77,3,4,no,no,IOT,BPA,Management,Technical Services/Help Desk/Tech Support
66,88,92,77,61,72,70,5,3,no,no,hacking,Cloud Services,Management,Quality Assurance Associate
68,75,83,67,90,94,90,9,2,no,yes,Management,Service Based,Management,Network Engineer
91,73,79,86,87,86,68,7,2,yes,no,data engineering,Finance,Technical,Software Systems Engineer
83,75,83,80,69,84,84,9,3,yes,no,IOT,BPA,Management,CRM Business Analyst
78,89,92,91,65,72,66,7,9,yes,yes,hacking,SAaS services,Management,Data Architect
82,60,85,83,75,76,89,1,1,yes,yes,networks,Product based,Management,CRM Business Analyst
74,70,70,87,83,86,61,3,9,yes,yes,networks,Cloud Services,Technical,Solutions Architect
81,91,65,82,67,75,76,5,4,yes,no,parallel computing,Sales and Marketing,Management,Business Intelligence Analyst
85,65,79,69,89,63,84,1,7,yes,yes,networks,Sales and Marketing,Management,Portal Administrator
78,63,86,87,76,90,74,7,2,no,yes,IOT,Web Services,Technical,Technical Support
71,71,94,89,89,62,84,1,6,yes,no,Software Engineering,Sales and Marketing,Management,Database Developer
62,80,90,68,73,70,72,2,1,yes,yes,parallel computing,Sales and Marketing,Management,Web Developer
66,91,88,91,80,68,76,4,8,no,no,IOT,SAaS services,Technical,Systems Security Administrator
91,70,63,86,92,94,71,5,1,yes,no,Computer Architecture,Finance,Technical,Database Developer
77,69,81,82,93,78,66,5,8,no,no,IOT,Web Services,Management,CRM Business Analyst
63,76,90,61,81,78,78,6,7,no,no,cloud computing,Web Services,Technical,Technical Support
78,66,79,86,81,84,88,7,1,no,no,Computer Architecture,Testing and Maintainance Services,Management,Software Developer
85,93,71,71,93,72,90,3,5,yes,yes,cloud computing,Cloud Services,Management,Technical Services/Help Desk/Tech Support
72,84,80,90,71,90,78,2,4,yes,yes,hacking,Web Services,Management,Applications Developer
62,88,62,94,73,84,82,2,5,no,yes,data engineering,Cloud Services,Management,Systems Analyst
93,68,89,80,64,72,81,7,4,no,yes,hacking,Product based,Technical,Systems Analyst
71,81,83,68,89,87,65,3,9,no,no,cloud computing,Testing and Maintainance Services,Management,Technical Support
88,76,79,83,78,85,94,4,4,yes,yes,Software Engineering,product development,Technical,Technical Services/Help Desk/Tech Support
85,61,90,82,77,69,72,4,7,no,yes,Computer Architecture,Web Services,Management,E-Commerce Analyst
75,83,64,87,92,90,64,5,6,no,yes,Software Engineering,Cloud Services,Technical,Design & UX
80,63,68,61,66,83,82,1,3,yes,no,cloud computing,Product based,Management,Project Manager
83,65,86,64,76,83,83,6,6,no,yes,networks,BPA,Management,Software Quality Assurance (QA) / Testing
88,91,71,89,81,81,75,9,8,no,yes,Management,SAaS services,Management,Business Intelligence Analyst
69,62,64,84,87,75,70,6,5,no,yes,parallel computing,BPA,Technical,Database Developer
89,62,85,84,87,81,86,7,3,no,no,parallel computing,Testing and Maintainance Services,Technical,Information Technology Manager
90,89,75,85,91,93,62,9,3,yes,yes,hacking,product development,Technical,Technical Services/Help Desk/Tech Support
62,71,71,89,74,70,71,2,2,yes,no,programming,Cloud Services,Management,Technical Services/Help Desk/Tech Support
80,83,65,87,75,88,91,7,4,no,no,programming,Web Services,Technical,Database Developer
79,87,84,64,92,73,64,9,5,no,yes,networks,Web Services,Management,Software Engineer
70,67,85,92,77,74,70,7,2,no,yes,parallel computing,product development,Technical,Mobile Applications Developer
62,63,82,81,73,84,61,1,8,yes,no,Computer Architecture,Sales and Marketing,Technical,Systems Security Administrator
80,68,60,77,78,71,84,8,6,yes,yes,parallel computing,product development,Technical,Software Quality Assurance (QA) / Testing
80,87,88,92,76,94,86,5,4,yes,yes,Software Engineering,Sales and Marketing,Technical,Software Engineer
65,84,82,69,66,82,82,3,3,yes,no,parallel computing,Cloud Services,Technical,Data Architect
93,93,90,72,67,94,89,1,8,yes,no,Computer Architecture,Product based,Management,CRM Technical Developer
74,67,93,87,73,85,80,6,7,yes,no,parallel computing,SAaS services,Management,E-Commerce Analyst
81,69,60,88,80,72,91,5,8,no,no,Software Engineering,Cloud Services,Management,Web Developer
61,68,83,82,93,92,81,3,6,yes,yes,parallel computing,Web Services,Technical,Data Architect
92,68,85,83,79,87,88,5,4,yes,no,cloud computing,Service Based,Technical,Applications Developer
67,86,82,89,92,94,63,6,9,yes,no,hacking,product development,Technical,Network Security Administrator
90,94,68,77,75,70,84,4,1,yes,no,IOT,Product based,Management,Technical Services/Help Desk/Tech Support
94,63,91,73,86,81,63,4,4,yes,no,parallel computing,SAaS services,Technical,Quality Assurance Associate
90,84,93,61,61,82,67,2,8,yes,no,data engineering,product development,Management,Network Security Administrator
77,80,61,87,84,62,79,5,8,yes,no,networks,SAaS services,Technical,Information Technology Auditor
87,68,77,85,89,73,94,4,5,yes,yes,Management,Cloud Services,Technical,Software Developer
83,74,90,93,61,71,62,6,4,no,no,Management,Service Based,Technical,Design & UX
80,73,73,77,84,84,89,5,1,no,yes,hacking,Cloud Services,Management,Portal Administrator
88,91,77,69,91,72,83,8,7,no,yes,programming,SAaS services,Management,Data Architect
72,71,66,88,70,61,77,7,4,yes,no,Software Engineering,product development,Technical,Applications Developer
62,79,69,74,66,73,62,9,4,no,no,programming,Cloud Services,Management,Software Developer
81,65,83,68,73,74,62,1,1,no,yes,hacking,Sales and Marketing,Management,Network Security Administrator
91,70,71,77,89,81,87,6,1,yes,yes,networks,Web Services,Technical,Network Security Administrator
93,67,73,66,71,84,78,4,9,no,yes,data engineering,Cloud Services,Technical,Business Intelligence Analyst
65,69,77,89,82,78,65,9,1,no,no,hacking,Web Services,Technical,Project Manager
90,73,65,65,90,80,79,5,4,yes,no,Management,SAaS services,Technical,CRM Business Analyst
72,81,68,64,68,86,91,4,1,no,no,networks,Web Services,Management,Data Architect
94,69,61,66,67,60,83,1,7,no,yes,Computer Architecture,BPA,Management,Quality Assurance Associate
62,89,86,71,92,78,62,3,4,yes,yes,Management,Cloud Services,Management,Project Manager
60,86,85,70,90,90,72,9,2,yes,no,Computer Architecture,product development,Technical,Technical Support
80,90,84,74,76,73,72,7,8,no,yes,cloud computing,Testing and Maintainance Services,Technical,Project Manager
67,82,62,68,89,71,81,8,7,yes,no,cloud computing,Finance,Technical,Database Administrator
72,92,81,69,70,78,92,6,4,yes,yes,Management,Testing and Maintainance Services,Management,Technical Services/Help Desk/Tech Support
86,63,62,65,88,84,83,6,8,yes,no,Management,Web Services,Technical,E-Commerce Analyst
60,79,65,94,83,77,94,7,2,yes,no,data engineering,Web Services,Management,Software Developer
61,86,73,70,60,68,71,2,1,no,no,networks,Product based,Management,Information Security Analyst
87,78,71,91,69,65,80,3,7,yes,yes,Computer Architecture,Cloud Services,Management,Information Technology Manager
82,81,69,79,88,70,69,4,7,yes,yes,data engineering,Testing and Maintainance Services,Technical,UX Designer
62,77,80,74,60,70,73,8,5,no,no,Management,Service Based,Technical,CRM Technical Developer
60,88,65,66,68,82,71,3,7,yes,yes,parallel computing,product development,Management,Software Developer
69,65,68,77,86,60,80,6,8,yes,no,data engineering,Product based,Management,Solutions Architect
65,69,82,82,76,92,93,5,5,yes,no,Computer Architecture,Service Based,Technical,CRM Business Analyst
67,61,60,69,63,71,79,2,8,yes,yes,parallel computing,SAaS services,Management,Network Security Administrator
75,63,67,75,64,63,90,5,1,no,yes,parallel computing,Sales and Marketing,Management,Project Manager
90,84,71,63,70,80,65,7,9,no,no,Computer Architecture,Product based,Technical,Technical Support
94,81,67,91,86,91,92,9,7,yes,yes,cloud computing,SAaS services,Management,UX Designer
88,75,80,77,75,71,65,6,4,no,yes,Computer Architecture,Sales and Marketing,Technical,Systems Security Administrator
76,77,76,73,83,83,71,9,6,yes,no,networks,BPA,Technical,Applications Developer
89,65,68,67,85,62,90,3,2,yes,no,Computer Architecture,Cloud Services,Technical,Network Security Administrator
67,94,72,67,90,62,87,1,4,no,no,hacking,Web Services,Management,Applications Developer
68,94,85,91,81,61,66,7,6,no,no,Software Engineering,Cloud Services,Management,Project Manager
70,88,67,75,84,65,70,6,4,yes,no,Management,BPA,Technical,Network Security Administrator
74,66,94,75,88,79,82,1,3,no,no,parallel computing,Cloud Services,Technical,Database Administrator
75,76,92,84,62,90,79,2,7,yes,no,networks,Sales and Marketing,Technical,Network Security Engineer
94,76,68,93,86,69,69,3,3,yes,yes,Management,Web Services,Management,Information Technology Auditor
69,78,69,61,64,81,86,4,7,no,no,IOT,Web Services,Management,Technical Engineer
91,70,70,66,69,71,74,4,4,no,yes,parallel computing,Web Services,Management,Data Architect
82,78,64,89,86,61,79,3,8,no,yes,Computer Architecture,BPA,Management,Database Manager
81,77,69,76,85,94,80,4,4,no,yes,Software Engineering,SAaS services,Management,Solutions Architect
79,68,75,63,73,78,83,9,2,no,no,Management,BPA,Technical,Systems Analyst
91,65,86,77,67,88,60,9,4,no,yes,Computer Architecture,SAaS services,Management,Network Engineer
66,72,78,85,90,71,75,4,6,no,yes,data engineering,SAaS services,Technical,Technical Engineer
76,79,77,79,66,68,60,8,5,yes,no,Management,Testing and Maintainance Services,Management,Software Systems Engineer
70,74,86,90,70,70,78,3,3,no,yes,IOT,Cloud Services,Management,Network Security Engineer
75,67,67,74,82,90,69,8,8,no,no,hacking,Testing and Maintainance Services,Management,Programmer Analyst
78,81,67,86,87,73,90,7,1,no,no,data engineering,Sales and Marketing,Management,Technical Support
85,89,78,77,67,67,76,6,7,no,no,data engineering,Sales and Marketing,Technical,Database Manager
77,77,84,78,71,74,91,6,1,yes,yes,hacking,Sales and Marketing,Technical,CRM Technical Developer
90,63,69,86,87,75,89,9,4,no,yes,data engineering,Cloud Services,Technical,Technical Services/Help Desk/Tech Support
85,67,66,77,89,86,93,8,9,no,no,networks,Service Based,Management,Mobile Applications Developer
67,92,67,73,69,62,69,3,9,no,no,Computer Architecture,Product based,Management,CRM Business Analyst
89,60,91,88,85,94,84,6,6,yes,no,IOT,Finance,Management,Data Architect
90,61,87,77,70,81,63,5,1,yes,yes,networks,product development,Technical,Portal Administrator
61,63,65,92,87,84,61,7,8,yes,yes,Management,Finance,Technical,Network Security Administrator
90,78,77,83,60,61,86,5,3,no,no,parallel computing,Sales and Marketing,Technical,Software Engineer
90,92,73,74,78,84,86,5,8,yes,yes,hacking,Cloud Services,Technical,Information Technology Auditor
92,94,81,67,91,83,79,3,2,no,yes,programming,Testing and Maintainance Services,Technical,Business Intelligence Analyst
66,90,92,69,79,93,62,5,5,yes,yes,parallel computing,product development,Management,Systems Analyst
60,84,74,78,94,65,75,5,7,yes,no,networks,Web Services,Management,Quality Assurance Associate
82,76,88,81,71,80,61,7,7,no,no,data engineering,Web Services,Technical,Mobile Applications Developer
61,69,72,84,66,85,86,6,3,no,yes,Computer Architecture,Web Services,Technical,Web Developer
94,81,82,66,70,77,90,1,1,no,yes,Computer Architecture,Sales and Marketing,Technical,CRM Technical Developer
93,79,87,93,66,91,80,7,6,no,yes,data engineering,Service Based,Management,Software Developer
81,77,83,77,90,92,69,6,6,no,no,data engineering,SAaS services,Management,Software Developer
92,75,80,86,87,82,94,4,2,yes,no,data engineering,Product based,Technical,Systems Analyst
83,63,72,81,89,67,76,4,6,yes,no,networks,Finance,Technical,Network Engineer
60,75,83,64,81,70,84,9,3,no,no,networks,Cloud Services,Technical,CRM Business Analyst
69,82,84,66,65,78,64,2,2,yes,no,networks,Testing and Maintainance Services,Technical,Project Manager
91,82,79,84,69,83,65,7,9,no,no,Computer Architecture,Product based,Management,E-Commerce Analyst
79,83,62,91,92,61,81,5,3,no,yes,parallel computing,Testing and Maintainance Services,Management,Network Security Administrator
79,72,77,68,69,73,91,6,6,yes,no,Computer Architecture,Product based,Technical,Information Technology Auditor
76,70,74,71,82,89,74,7,9,yes,no,parallel computing,Finance,Technical,Software Quality Assurance (QA) / Testing
74,90,88,70,94,66,70,2,6,yes,yes,IOT,Sales and Marketing,Technical,Quality Assurance Associate
70,78,91,77,69,91,83,2,1,yes,no,networks,Web Services,Technical,Information Security Analyst
65,91,92,69,93,62,84,5,3,yes,yes,parallel computing,Finance,Management,CRM Business Analyst
85,80,75,70,72,63,84,3,4,no,yes,networks,Cloud Services,Management,Software Systems Engineer
85,79,69,88,71,60,86,7,7,no,yes,data engineering,Sales and Marketing,Management,Design & UX
68,91,85,81,64,85,71,7,2,yes,no,Software Engineering,Finance,Technical,Quality Assurance Associate
90,72,68,72,66,68,63,4,3,yes,no,hacking,product development,Technical,Database Manager
70,94,86,69,68,92,91,6,8,yes,yes,networks,Cloud Services,Technical,UX Designer
80,67,64,83,80,65,93,7,5,no,no,parallel computing,Cloud Services,Management,Portal Administrator
84,76,64,73,70,73,85,7,7,yes,yes,programming,product development,Technical,Network Engineer
61,69,88,67,73,87,72,8,4,yes,no,IOT,Web Services,Technical,Network Security Administrator
88,69,68,82,91,66,75,2,7,no,yes,hacking,Product based,Management,Applications Developer
92,86,67,65,83,74,72,3,6,no,yes,networks,Product based,Technical,Network Security Administrator
84,60,91,74,87,72,77,8,6,yes,no,Management,Cloud Services,Management,Database Administrator
80,91,68,74,61,92,88,5,9,yes,no,hacking,BPA,Management,Systems Analyst
91,92,90,64,70,82,62,8,9,no,yes,Management,Finance,Technical,Portal Administrator
73,71,86,66,76,63,71,8,5,yes,no,Software Engineering,Finance,Management,Technical Support
81,91,61,79,91,85,77,6,6,yes,no,hacking,Product based,Management,Web Developer
76,61,86,61,86,85,76,5,2,no,no,cloud computing,Finance,Technical,Information Technology Manager
92,67,92,62,88,64,94,9,7,yes,yes,Management,SAaS services,Technical,Information Security Analyst
93,74,80,68,60,71,63,2,2,yes,no,hacking,Finance,Technical,Technical Engineer
75,80,90,92,71,82,81,8,6,no,yes,Computer Architecture,product development,Management,Technical Engineer
60,85,89,62,68,75,70,1,4,no,no,hacking,BPA,Management,Technical Support
77,83,78,77,76,72,72,6,4,no,no,IOT,Web Services,Management,Web Developer
75,62,63,71,91,74,82,4,6,no,no,Management,Sales and Marketing,Technical,Information Technology Manager
94,74,81,94,76,64,84,2,6,no,no,data engineering,Product based,Management,Data Architect
70,86,74,90,64,69,74,2,6,yes,yes,Management,BPA,Management,Technical Engineer
71,87,88,92,87,69,64,6,9,yes,yes,Software Engineering,Service Based,Technical,Information Technology Auditor
77,73,78,93,64,79,90,6,2,yes,yes,Computer Architecture,SAaS services,Technical,CRM Technical Developer
72,79,68,79,66,87,71,1,6,yes,no,programming,BPA,Technical,Software Developer
77,84,91,90,70,94,79,1,7,yes,no,Computer Architecture,Cloud Services,Management,Technical Support
79,86,93,70,82,88,83,5,4,yes,yes,Computer Architecture,product development,Technical,Database Developer
91,86,81,62,93,67,90,2,7,no,yes,hacking,BPA,Technical,Business Intelligence Analyst
76,78,89,77,65,68,68,5,8,yes,no,Computer Architecture,Cloud Services,Management,Database Developer
61,62,85,88,79,61,90,6,7,no,yes,data engineering,Product based,Management,Systems Analyst
92,69,60,79,64,85,72,9,7,no,yes,Management,Product based,Management,E-Commerce Analyst
80,83,61,64,63,72,64,2,2,no,yes,IOT,Sales and Marketing,Technical,Design & UX
84,69,70,62,87,73,67,5,5,yes,yes,networks,BPA,Management,Network Engineer
66,84,94,79,80,73,70,6,4,no,no,programming,Sales and Marketing,Management,Technical Support
70,87,79,92,76,64,64,8,3,no,no,cloud computing,Cloud Services,Technical,Programmer Analyst
60,77,70,70,93,78,64,4,5,no,no,data engineering,Testing and Maintainance Services,Technical,Software Quality Assurance (QA) / Testing
64,65,64,69,75,80,67,3,6,no,no,cloud computing,BPA,Technical,Web Developer
79,83,63,90,75,85,62,8,9,no,no,cloud computing,Finance,Technical,E-Commerce Analyst
76,89,77,61,63,67,73,6,4,yes,yes,Software Engineering,Web Services,Management,E-Commerce Analyst
74,76,75,91,72,84,63,5,8,yes,no,programming,Sales and Marketing,Technical,UX Designer
76,84,67,86,83,61,81,3,7,yes,no,IOT,Product based,Management,CRM Business Analyst
84,88,69,83,80,71,82,2,7,yes,yes,Computer Architecture,Cloud Services,Management,Database Administrator
66,61,82,76,72,68,80,3,8,yes,no,hacking,BPA,Management,Software Quality Assurance (QA) / Testing
81,85,88,77,70,81,62,2,4,no,no,cloud computing,Sales and Marketing,Technical,Database Manager
79,65,82,67,90,73,89,4,6,no,no,networks,BPA,Technical,Design & UX
77,67,70,74,72,72,77,3,5,no,no,networks,Service Based,Technical,Network Security Engineer
71,84,84,83,94,72,60,8,9,yes,no,Management,BPA,Technical,Network Engineer
69,86,67,65,85,65,72,7,6,yes,yes,hacking,Service Based,Technical,E-Commerce Analyst
66,94,60,81,64,83,80,2,5,yes,no,IOT,Web Services,Technical,Software Developer
68,84,72,69,84,77,72,6,6,no,no,Computer Architecture,Service Based,Technical,Information Technology Manager
62,93,73,85,69,85,86,6,6,no,yes,parallel computing,BPA,Technical,CRM Technical Developer
91,76,86,90,69,76,84,6,2,no,yes,parallel computing,product development,Technical,Quality Assurance Associate
86,82,88,60,72,83,79,6,6,no,no,parallel computing,Cloud Services,Management,Technical Services/Help Desk/Tech Support
79,84,61,74,81,91,71,3,6,no,yes,Software Engineering,product development,Technical,Software Developer
93,65,89,74,78,66,69,4,1,yes,yes,data engineering,Product based,Technical,Network Engineer
84,75,89,82,62,82,63,6,1,no,no,IOT,SAaS services,Technical,Information Technology Auditor
71,92,93,78,81,67,76,2,1,no,no,cloud computing,Finance,Management,UX Designer
60,60,82,77,75,66,67,5,4,yes,no,parallel computing,Service Based,Technical,Systems Analyst
80,65,66,91,74,60,82,4,1,no,no,data engineering,product development,Technical,Mobile Applications Developer
92,74,84,77,93,62,79,7,5,no,no,hacking,Testing and Maintainance Services,Technical,Software Developer
89,63,90,66,63,60,70,5,7,no,no,hacking,product development,Management,CRM Technical Developer
87,94,65,63,74,87,77,1,2,yes,no,Computer Architecture,Testing and Maintainance Services,Management,Technical Services/Help Desk/Tech Support
65,66,90,83,63,68,89,4,1,yes,no,data engineering,Sales and Marketing,Technical,Systems Security Administrator
83,69,66,82,77,72,77,7,5,yes,no,cloud computing,Service Based,Management,Applications Developer
90,74,90,91,81,71,87,1,8,no,yes,programming,Web Services,Management,Data Architect
72,73,76,70,71,62,83,3,8,no,yes,networks,BPA,Technical,Software Systems Engineer
66,60,69,74,64,72,70,4,9,no,yes,hacking,Testing and Maintainance Services,Technical,Data Architect
78,74,76,74,80,63,91,9,5,yes,yes,Management,Finance,Management,Software Developer
67,71,72,62,64,85,72,6,2,yes,yes,IOT,product development,Management,Software Developer
63,75,77,82,60,90,79,5,8,yes,yes,hacking,Finance,Management,Information Technology Manager
63,94,61,74,73,61,70,8,7,yes,no,Management,Finance,Technical,Technical Services/Help Desk/Tech Support
67,70,66,67,78,66,71,5,7,no,yes,hacking,SAaS services,Technical,Information Technology Manager
70,68,74,65,82,65,63,9,6,yes,yes,networks,Web Services,Technical,Business Systems Analyst
72,86,90,64,69,66,73,5,1,yes,yes,cloud computing,Sales and Marketing,Technical,CRM Business Analyst
88,76,81,93,73,87,74,4,2,yes,yes,Software Engineering,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
92,63,63,66,76,78,68,5,7,yes,yes,parallel computing,Cloud Services,Technical,CRM Business Analyst
61,75,78,71,77,84,89,5,2,no,yes,hacking,Finance,Technical,Network Security Administrator
68,74,61,87,63,65,83,4,8,yes,no,hacking,Finance,Management,UX Designer
88,88,89,82,61,60,65,7,4,no,yes,hacking,Cloud Services,Technical,Information Technology Auditor
85,94,62,94,63,89,80,3,4,yes,yes,cloud computing,SAaS services,Technical,E-Commerce Analyst
87,92,72,73,92,80,78,6,7,no,yes,IOT,BPA,Management,Database Developer
83,89,76,79,83,91,68,3,1,no,no,cloud computing,Service Based,Management,Technical Engineer
87,70,60,79,60,85,93,5,6,yes,no,IOT,SAaS services,Technical,Systems Security Administrator
82,78,93,80,70,87,81,1,7,yes,yes,programming,Sales and Marketing,Technical,Database Administrator
81,82,74,92,80,76,62,9,3,no,no,Management,Testing and Maintainance Services,Technical,UX Designer
72,81,79,94,88,86,75,6,6,no,no,Software Engineering,Finance,Technical,Network Security Engineer
91,72,60,66,85,70,81,1,5,yes,yes,Management,Product based,Management,Information Technology Auditor
67,79,79,73,93,63,92,4,4,yes,yes,Software Engineering,Testing and Maintainance Services,Technical,CRM Business Analyst
89,78,91,85,66,94,92,5,9,no,no,programming,Finance,Management,Database Developer
88,90,70,77,83,72,78,2,3,yes,yes,hacking,SAaS services,Technical,Software Systems Engineer
71,85,61,79,67,81,71,4,7,no,no,networks,SAaS services,Technical,Information Technology Auditor
88,74,62,73,63,62,72,5,7,yes,yes,cloud computing,Service Based,Technical,Network Security Engineer
71,63,72,93,93,78,71,8,7,yes,no,data engineering,SAaS services,Technical,Business Systems Analyst
88,61,71,92,89,93,70,4,2,yes,yes,networks,Web Services,Management,Systems Security Administrator
86,72,63,74,85,82,85,5,7,no,yes,data engineering,Sales and Marketing,Management,Information Technology Auditor
90,73,61,73,82,70,87,1,5,yes,yes,parallel computing,product development,Management,CRM Technical Developer
77,87,85,80,88,91,86,6,5,no,yes,Computer Architecture,SAaS services,Management,Network Security Engineer
78,92,94,62,69,88,80,7,6,no,no,Software Engineering,product development,Management,Software Engineer
85,72,63,61,82,70,88,9,7,yes,yes,hacking,Finance,Technical,Network Security Administrator
89,64,64,75,76,76,89,3,9,yes,no,hacking,Service Based,Management,Information Technology Auditor
83,68,68,77,65,90,72,4,3,no,no,Software Engineering,Web Services,Management,Technical Support
69,74,91,77,91,85,90,5,8,no,no,parallel computing,Testing and Maintainance Services,Technical,Technical Services/Help Desk/Tech Support
74,79,69,83,87,63,75,3,7,yes,no,parallel computing,product development,Management,Network Engineer
73,72,75,92,91,78,74,6,1,yes,yes,Software Engineering,Web Services,Management,Network Engineer
76,86,65,91,92,61,70,3,9,yes,no,data engineering,BPA,Technical,Network Security Administrator
76,73,66,63,94,73,68,1,2,no,yes,Software Engineering,Service Based,Management,Data Architect
67,70,73,90,88,88,68,7,3,yes,yes,Software Engineering,SAaS services,Technical,Technical Services/Help Desk/Tech Support
61,72,89,84,81,93,64,5,1,no,no,Software Engineering,SAaS services,Technical,Project Manager
63,74,83,68,71,74,71,1,4,no,yes,data engineering,Testing and Maintainance Services,Management,Design & UX
71,83,72,65,73,69,74,5,1,yes,no,hacking,Testing and Maintainance Services,Management,Technical Services/Help Desk/Tech Support
62,82,90,89,94,66,60,7,7,yes,yes,hacking,Service Based,Management,Technical Services/Help Desk/Tech Support
89,67,71,65,75,65,74,4,8,yes,yes,parallel computing,product development,Management,Network Security Administrator
79,62,67,87,87,93,82,5,9,yes,no,hacking,Finance,Management,Software Engineer
60,76,67,86,79,69,69,1,5,yes,yes,Computer Architecture,SAaS services,Management,Information Security Analyst
90,85,82,93,88,88,70,1,1,yes,no,cloud computing,BPA,Management,Project Manager
83,86,68,94,80,92,72,9,3,yes,no,networks,SAaS services,Management,UX Designer
65,92,82,66,87,71,88,6,9,yes,no,Computer Architecture,BPA,Technical,Solutions Architect
82,62,77,78,87,61,90,3,5,no,no,data engineering,Testing and Maintainance Services,Management,Network Security Administrator
69,82,86,79,89,75,87,8,7,no,yes,IOT,Web Services,Management,Network Security Administrator
61,71,64,81,69,91,74,9,7,yes,yes,hacking,Product based,Technical,Information Technology Manager
83,90,71,87,65,68,88,9,9,yes,yes,programming,Service Based,Technical,Solutions Architect
65,67,69,72,77,80,63,4,4,yes,no,Software Engineering,BPA,Technical,Systems Security Administrator
79,82,89,87,82,60,66,5,2,yes,no,parallel computing,product development,Technical,Software Systems Engineer
85,82,65,87,64,68,71,9,2,yes,no,cloud computing,Web Services,Technical,Programmer Analyst
79,67,82,68,82,71,73,2,5,yes,no,cloud computing,Service Based,Management,Systems Security Administrator
